time (ms),ankle acceleration forward,ankle acceleration vertical,ankle acceleration lateral,thigh acceleration forward,thigh acceleration vertical,thigh acceleration lateral,trunk acceleration forward,trunk acceleration vertical,trunk acceleration lateral,labels
3609.0,50,29,-960,-27,9,-969,611,-114,776,0.0
3625.0,50,29,-960,-18,9,-979,631,-133,776,0.0
3640.0,60,19,-960,-27,27,-1000,621,-114,766,0.0
3656.0,60,19,-960,-27,18,-989,611,-123,786,0.0
3671.0,60,19,-970,-27,18,-989,631,-114,776,0.0
3687.0,60,19,-960,-36,18,-969,621,-114,766,0.0
3703.0,50,19,-970,-36,27,-979,621,-114,747,0.0
3718.0,70,9,-970,-18,18,-979,611,-104,796,0.0
3734.0,50,19,-960,-36,27,-989,631,-133,776,0.0
3750.0,60,19,-970,-18,9,-989,631,-123,776,0.0
3765.0,60,39,-970,-27,27,-969,631,-123,766,0.0
3781.0,60,29,-970,-27,-9,-989,631,-123,766,0.0
3796.0,60,19,-960,-36,27,-989,631,-114,757,0.0
3812.0,60,19,-970,-36,27,-969,621,-123,776,0.0
3828.0,50,19,-970,-18,18,-979,621,-114,757,0.0
3843.0,50,19,-970,-36,27,-1000,621,-114,776,0.0
3859.0,50,19,-950,-27,0,-969,611,-123,776,0.0
3875.0,70,19,-960,-36,18,-989,611,-123,757,0.0
3890.0,60,19,-960,-18,9,-989,621,-114,757,0.0
3906.0,60,29,-970,-36,18,-969,631,-123,766,0.0
3921.0,60,29,-970,-27,27,-989,611,-123,776,0.0
3937.0,60,19,-990,-27,18,-979,621,-123,757,0.0
3953.0,70,19,-950,-36,18,-979,621,-133,757,0.0
3968.0,60,19,-970,-27,18,-969,601,-114,766,0.0
3984.0,70,19,-990,-45,27,-979,631,-133,766,0.0
4000.0,80,0,-980,-36,18,-989,631,-123,757,0.0
4015.0,60,29,-960,-36,27,-989,621,-123,776,0.0
4031.0,60,19,-970,-27,18,-1000,640,-114,766,0.0
4046.0,50,29,-970,-27,9,-979,631,-114,776,0.0
4062.0,60,29,-960,-27,9,-979,631,-133,786,0.0
4078.0,40,19,-960,-36,27,-979,621,-114,757,0.0
4093.0,40,19,-960,-18,18,-989,631,-123,776,0.0
4109.0,50,29,-970,-27,27,-979,621,-114,786,0.0
4125.0,50,0,-950,-18,9,-979,631,-114,766,0.0
4140.0,50,9,-960,-36,18,-979,640,-133,776,0.0
4156.0,70,19,-970,-36,18,-1010,621,-123,766,0.0
4171.0,50,29,-970,-27,27,-979,631,-123,766,0.0
4187.0,60,19,-970,-36,18,-979,631,-123,796,0.0
4203.0,60,29,-970,-18,27,-979,611,-123,766,0.0
4218.0,50,39,-980,-36,9,-979,621,-104,747,0.0
4234.0,50,39,-980,-36,18,-989,631,-114,776,0.0
4250.0,60,29,-960,-36,9,-949,611,-114,757,0.0
4265.0,60,29,-970,-45,27,-989,631,-114,757,0.0
4281.0,80,19,-970,-27,9,-959,631,-114,757,0.0
4296.0,60,19,-970,-27,18,-979,631,-133,786,0.0
4312.0,50,19,-940,-18,18,-979,611,-123,766,0.0
4328.0,50,39,-960,-18,18,-969,631,-123,757,0.0
4343.0,70,19,-960,-36,18,-989,621,-123,786,0.0
4359.0,50,29,-970,-36,18,-989,611,-114,776,0.0
4375.0,50,19,-980,-36,18,-979,611,-104,766,0.0
4390.0,50,29,-970,-36,18,-989,640,-133,776,0.0
4406.0,40,49,-980,-18,9,-979,611,-123,776,0.0
4421.0,60,19,-950,-36,27,-989,621,-123,776,0.0
4437.0,50,29,-960,-18,27,-1000,621,-142,776,0.0
4453.0,40,9,-970,-27,18,-979,611,-123,776,0.0
4468.0,60,9,-960,-27,18,-989,621,-114,796,0.0
4484.0,60,29,-960,-36,18,-969,631,-133,757,0.0
4500.0,50,19,-960,-27,18,-1000,601,-114,757,0.0
4515.0,70,29,-970,-9,9,-979,621,-114,766,0.0
4531.0,50,29,-960,-36,18,-979,621,-133,766,0.0
4546.0,50,19,-970,-27,18,-989,611,-114,757,0.0
4562.0,50,29,-950,-18,9,-969,640,-133,766,0.0
4578.0,60,19,-970,-36,18,-1000,640,-114,728,0.0
4593.0,40,29,-960,-36,27,-979,621,-123,776,0.0
4609.0,60,19,-990,-27,18,-979,621,-114,776,0.0
4625.0,60,19,-960,-45,18,-969,621,-133,757,0.0
4640.0,60,39,-950,-27,18,-979,621,-104,766,0.0
4656.0,40,19,-960,-36,18,-1000,611,-104,786,0.0
4671.0,50,19,-960,-18,9,-959,631,-133,766,0.0
4687.0,50,19,-980,-45,9,-979,621,-114,796,0.0
4703.0,50,19,-980,-18,18,-969,621,-123,766,0.0
4718.0,70,19,-960,-27,27,-989,611,-123,776,0.0
4734.0,50,19,-960,-27,18,-979,611,-123,786,0.0
4750.0,40,29,-960,-36,18,-979,621,-123,786,0.0
4765.0,40,49,-970,-36,18,-989,621,-114,747,0.0
4781.0,50,29,-960,-27,18,-989,621,-114,766,0.0
4796.0,70,19,-960,-27,27,-969,621,-123,796,0.0
4812.0,60,9,-960,-27,27,-969,631,-123,766,0.0
4828.0,60,29,-960,-27,27,-979,631,-114,776,0.0
4843.0,50,19,-940,-27,18,-989,621,-123,776,0.0
4859.0,50,29,-970,-27,18,-979,611,-133,786,0.0
4875.0,50,19,-970,-27,37,-989,621,-114,757,0.0
4890.0,40,29,-960,-18,18,-969,621,-114,766,0.0
4906.0,50,39,-970,-45,27,-979,621,-114,766,0.0
4921.0,60,39,-970,-27,18,-1000,621,-114,757,0.0
4937.0,70,19,-970,-27,9,-979,640,-123,796,0.0
4953.0,60,29,-970,-27,0,-969,640,-123,796,0.0
4968.0,50,19,-970,-27,18,-979,621,-114,766,0.0
4984.0,50,29,-980,-36,27,-989,611,-114,776,0.0
5000.0,50,29,-970,-18,18,-969,621,-123,786,0.0
5015.0,50,29,-960,-18,0,-989,621,-123,776,0.0
5031.0,70,19,-970,-18,9,-989,631,-142,776,0.0
5046.0,50,29,-960,-27,18,-989,621,-123,766,0.0
5062.0,60,29,-970,-27,18,-989,621,-114,757,0.0
5078.0,60,9,-960,-27,18,-979,621,-114,766,0.0
5093.0,60,19,-970,-27,18,-979,631,-123,796,0.0
5109.0,50,29,-960,-27,27,-1000,621,-114,757,0.0
5125.0,60,19,-970,-18,9,-969,621,-133,776,0.0
5140.0,60,29,-990,-36,27,-989,621,-114,776,0.0
5156.0,60,19,-970,-36,18,-969,621,-114,757,0.0
5171.0,40,19,-950,-27,18,-969,621,-133,766,0.0
5187.0,50,29,-950,-18,-9,-979,640,-142,776,0.0
5203.0,50,19,-950,-27,18,-979,621,-123,747,0.0
5218.0,50,19,-970,-27,18,-989,631,-123,776,0.0
5234.0,60,19,-970,-18,18,-979,621,-123,805,0.0
5250.0,60,19,-960,-45,27,-989,621,-123,776,0.0
5265.0,60,29,-950,-36,18,-969,621,-114,776,0.0
5281.0,50,9,-970,-18,18,-979,611,-123,776,0.0
5296.0,60,29,-970,-36,18,-979,621,-114,766,0.0
5312.0,60,19,-960,-27,18,-969,621,-123,766,0.0
5328.0,40,39,-970,-36,27,-979,621,-123,786,0.0
5343.0,60,29,-950,-9,9,-959,621,-114,747,0.0
5359.0,40,19,-940,-27,9,-979,631,-133,776,0.0
5375.0,70,19,-960,-27,9,-969,611,-123,776,0.0
5390.0,50,19,-970,-27,18,-979,621,-123,766,0.0
5406.0,60,9,-960,-36,27,-989,631,-142,786,0.0
5421.0,60,9,-960,-27,27,-969,611,-123,766,0.0
5437.0,50,29,-980,-27,18,-979,621,-114,776,0.0
5453.0,60,19,-960,-36,27,-979,631,-123,776,0.0
5468.0,60,19,-950,-45,27,-969,621,-114,766,0.0
5484.0,60,19,-960,-36,18,-979,640,-123,747,0.0
5500.0,50,19,-970,-18,27,-969,621,-133,766,0.0
5515.0,60,29,-950,-36,18,-979,631,-104,757,0.0
5531.0,60,29,-970,-36,9,-979,621,-95,757,0.0
5546.0,40,29,-960,-27,27,-989,621,-123,786,0.0
5562.0,60,29,-960,-27,18,-969,631,-114,766,0.0
5578.0,50,39,-970,-27,18,-979,621,-123,766,0.0
5593.0,60,19,-960,-27,18,-989,631,-133,757,0.0
5609.0,60,9,-970,-36,18,-969,621,-114,757,0.0
5625.0,60,29,-950,-27,27,-1000,640,-142,776,0.0
5640.0,40,29,-980,-36,18,-969,631,-123,766,0.0
5656.0,40,39,-970,-27,37,-989,611,-114,766,0.0
5671.0,40,29,-970,-27,9,-959,621,-123,786,0.0
5687.0,60,19,-970,-36,9,-979,631,-123,766,0.0
5703.0,40,29,-960,-36,9,-979,611,-114,776,0.0
5718.0,50,9,-980,-36,18,-1000,621,-114,766,0.0
5734.0,60,19,-960,-18,9,-989,621,-114,805,0.0
5750.0,60,19,-980,-27,37,-1000,621,-123,766,0.0
5765.0,60,19,-960,-45,18,-979,621,-123,776,0.0
5781.0,50,29,-950,-36,27,-959,621,-123,757,0.0
5796.0,50,29,-970,-9,9,-979,611,-114,776,0.0
5812.0,50,29,-960,-36,27,-969,611,-133,786,0.0
5828.0,60,19,-960,-18,27,-979,640,-123,747,0.0
5843.0,60,19,-960,-18,18,-979,621,-133,766,0.0
5859.0,50,29,-960,-27,18,-979,621,-133,766,0.0
5875.0,40,29,-970,-27,18,-969,611,-123,776,0.0
5890.0,60,29,-980,-27,27,-979,621,-114,747,0.0
5906.0,40,29,-940,-27,-9,-979,631,-133,757,0.0
5921.0,60,29,-950,-36,18,-989,611,-114,776,0.0
5937.0,70,9,-960,-18,9,-979,621,-123,776,0.0
5953.0,50,29,-960,-27,18,-969,631,-123,776,0.0
5968.0,70,29,-1019,-18,9,-979,621,-123,766,0.0
5984.0,50,9,-900,-27,0,-959,640,-114,786,0.0
6000.0,40,19,-1009,-45,27,-989,631,-133,815,0.0
6015.0,50,39,-990,-27,18,-969,631,-114,766,0.0
6031.0,70,19,-960,-27,18,-1000,631,-114,796,0.0
6046.0,50,9,-950,-27,9,-1000,640,-133,757,0.0
6062.0,60,19,-970,-27,37,-1010,611,-114,776,0.0
6078.0,50,29,-960,-27,0,-969,621,-114,747,0.0
6093.0,50,9,-970,-18,27,-969,621,-123,786,0.0
6109.0,40,39,-960,-45,27,-989,611,-104,776,0.0
6125.0,70,29,-970,-27,9,-959,621,-123,747,0.0
6140.0,50,29,-970,-27,18,-969,640,-114,786,0.0
6156.0,40,29,-980,-18,9,-989,621,-114,776,0.0
6171.0,70,19,-960,-45,27,-959,621,-123,757,0.0
6187.0,70,9,-970,-18,18,-979,611,-133,757,0.0
6203.0,50,19,-970,-36,27,-959,601,-133,766,0.0
6218.0,70,9,-950,-27,27,-1000,621,-123,766,0.0
6234.0,50,39,-950,-27,9,-1000,631,-133,786,0.0
6250.0,60,0,-960,-27,27,-989,592,-123,776,0.0
6265.0,60,29,-970,-36,9,-979,621,-114,747,0.0
6281.0,50,9,-970,-36,27,-1000,631,-123,766,0.0
6296.0,50,29,-970,-18,18,-959,621,-123,776,0.0
6312.0,60,29,-970,-27,27,-959,621,-104,757,0.0
6328.0,60,19,-960,-27,27,-989,631,-133,786,0.0
6343.0,40,19,-960,-27,9,-969,611,-123,786,0.0
6359.0,60,19,-960,-36,18,-979,621,-123,757,0.0
6375.0,50,39,-960,-27,18,-1010,621,-133,757,0.0
6390.0,50,29,-960,-36,27,-989,621,-114,766,0.0
6406.0,70,19,-960,-27,18,-989,631,-104,796,0.0
6421.0,50,29,-960,-27,18,-979,621,-142,766,0.0
6437.0,70,29,-970,-27,18,-1000,611,-123,786,0.0
6453.0,60,39,-970,-27,9,-969,631,-114,757,0.0
6468.0,60,29,-950,-27,27,-989,621,-133,786,0.0
6484.0,70,9,-970,-45,27,-979,631,-123,776,0.0
6500.0,50,19,-970,-45,27,-979,621,-123,757,0.0
6515.0,60,19,-970,-36,27,-979,631,-133,776,0.0
6531.0,50,19,-960,-27,0,-969,611,-114,757,0.0
6546.0,60,19,-970,-27,18,-989,640,-123,786,0.0
6562.0,70,0,-960,-27,18,-989,621,-123,776,0.0
6578.0,50,39,-950,-27,9,-959,611,-114,786,0.0
6593.0,40,39,-960,-45,18,-989,621,-123,757,0.0
6609.0,60,9,-960,-27,18,-979,621,-123,786,0.0
6625.0,60,29,-970,-27,18,-1000,621,-114,766,0.0
6640.0,60,9,-980,-27,9,-979,621,-114,766,0.0
6656.0,50,19,-950,-18,0,-979,631,-114,757,0.0
6671.0,60,19,-980,-27,18,-1000,621,-114,766,0.0
6687.0,60,19,-980,-27,18,-969,621,-133,766,0.0
6703.0,50,19,-970,-27,18,-989,631,-123,786,0.0
6718.0,60,19,-970,-27,18,-979,611,-123,776,0.0
6734.0,50,39,-980,-18,37,-989,621,-123,757,0.0
6750.0,50,39,-980,-36,18,-969,631,-133,786,0.0
6765.0,60,19,-970,-27,18,-979,601,-114,766,0.0
6781.0,50,19,-970,-18,18,-979,631,-123,776,0.0
6796.0,60,39,-950,-36,9,-969,621,-114,747,0.0
6812.0,60,29,-960,-18,37,-979,611,-123,776,0.0
6828.0,50,29,-960,-36,27,-959,631,-114,757,0.0
6843.0,60,9,-950,-36,27,-989,621,-133,766,0.0
6859.0,60,19,-960,-18,18,-979,650,-142,786,0.0
6875.0,50,19,-960,-36,18,-969,631,-114,766,0.0
6890.0,60,9,-950,-18,18,-949,631,-114,766,0.0
6906.0,50,39,-970,-18,9,-989,621,-123,776,0.0
6921.0,70,19,-960,-36,27,-969,621,-114,766,0.0
6937.0,70,29,-970,-18,9,-979,631,-123,766,0.0
6953.0,40,19,-970,-36,9,-979,621,-114,757,0.0
6968.0,50,29,-970,-27,18,-1000,621,-123,776,0.0
6984.0,50,19,-980,-36,18,-969,621,-123,776,0.0
7000.0,50,39,-950,-27,9,-1010,621,-133,757,0.0
7015.0,60,19,-970,-36,18,-989,621,-123,786,0.0
