time (ms),ankle acceleration forward,ankle acceleration vertical,ankle acceleration lateral,thigh acceleration forward,thigh acceleration vertical,thigh acceleration lateral,trunk acceleration forward,trunk acceleration vertical,trunk acceleration lateral,labels
1531.0,232,196,-930,54,37,-969,0,0,0,0.0
1546.0,242,196,-930,54,37,-969,0,0,0,0.0
1562.0,232,205,-920,72,46,-979,0,0,0,0.0
1578.0,212,196,-910,72,27,-959,0,0,0,0.0
1593.0,212,196,-910,54,37,-969,0,0,0,0.0
1609.0,242,186,-920,63,37,-989,0,0,0,0.0
1625.0,222,196,-930,63,37,-989,0,0,0,0.0
1640.0,232,205,-930,72,27,-969,0,0,0,0.0
1656.0,232,205,-930,54,46,-979,0,0,0,0.0
1671.0,232,196,-930,63,46,-989,0,0,0,0.0
1687.0,242,196,-910,63,46,-989,0,0,0,0.0
1703.0,252,186,-920,63,37,-969,0,0,0,0.0
1718.0,252,186,-920,63,46,-979,0,0,0,0.0
1734.0,242,186,-891,81,18,-969,0,0,0,0.0
1750.0,222,205,-930,63,27,-1000,0,0,0,0.0
1765.0,242,176,-920,63,27,-1000,0,0,0,0.0
1781.0,242,176,-920,63,27,-969,0,0,0,0.0
1796.0,232,186,-910,54,27,-959,0,0,0,0.0
1812.0,232,205,-930,45,37,-1000,0,0,0,0.0
1828.0,232,196,-930,45,37,-1000,0,0,0,0.0
1843.0,232,196,-930,63,27,-979,0,0,0,0.0
1859.0,232,205,-920,63,37,-969,0,0,0,0.0
1875.0,242,196,-940,72,46,-959,0,0,0,0.0
1890.0,222,186,-910,72,37,-989,0,0,0,0.0
1906.0,242,196,-920,72,37,-989,0,0,0,0.0
1921.0,242,196,-920,54,27,-979,0,0,0,0.0
1937.0,232,196,-920,63,46,-979,0,0,0,0.0
1953.0,232,205,-930,72,46,-989,0,0,0,0.0
1968.0,242,176,-920,72,27,-979,0,0,0,0.0
1984.0,242,176,-920,72,27,-979,0,0,0,0.0
2000.0,232,196,-910,54,37,-989,0,0,0,0.0
2015.0,252,205,-940,63,37,-969,0,0,0,0.0
2031.0,252,205,-940,72,37,-969,0,0,0,0.0
2046.0,242,186,-920,54,37,-979,0,0,0,0.0
2062.0,232,196,-920,54,37,-979,0,0,0,0.0
2078.0,242,205,-920,63,37,-989,0,0,0,0.0
2093.0,222,196,-920,72,27,-949,0,0,0,0.0
2109.0,222,196,-920,54,37,-979,0,0,0,0.0
2125.0,242,196,-930,54,37,-969,0,0,0,0.0
2140.0,242,196,-930,63,37,-989,0,0,0,0.0
2156.0,232,196,-910,63,46,-979,0,0,0,0.0
2171.0,242,186,-920,54,37,-979,0,0,0,0.0
2187.0,242,186,-920,72,18,-959,0,0,0,0.0
2203.0,222,186,-910,72,27,-969,0,0,0,0.0
2218.0,232,205,-930,63,27,-969,0,0,0,0.0
2234.0,242,186,-910,63,37,-979,0,0,0,0.0
2250.0,232,196,-930,63,27,-969,0,0,0,0.0
2265.0,232,196,-930,54,37,-969,0,0,0,0.0
2281.0,242,186,-930,72,46,-979,0,0,0,0.0
2296.0,232,196,-920,63,27,-969,0,0,0,0.0
2312.0,242,205,-930,63,37,-1000,0,0,0,0.0
2328.0,242,186,-920,63,27,-979,0,0,0,0.0
2343.0,242,196,-940,63,27,-979,0,0,0,0.0
2359.0,222,196,-920,72,27,-969,0,0,0,0.0
2375.0,232,196,-920,72,37,-989,0,0,0,0.0
2390.0,242,176,-910,63,46,-989,0,0,0,0.0
2406.0,232,205,-920,54,46,-979,0,0,0,0.0
2421.0,222,196,-920,63,37,-969,0,0,0,0.0
2437.0,242,196,-930,72,37,-969,0,0,0,0.0
2453.0,252,196,-910,63,37,-989,0,0,0,0.0
2468.0,232,196,-930,72,27,-969,0,0,0,0.0
2484.0,232,186,-930,54,55,-979,0,0,0,0.0
2500.0,262,186,-920,63,46,-989,0,0,0,0.0
2515.0,232,186,-920,63,27,-969,0,0,0,0.0
2531.0,242,196,-930,63,46,-979,0,0,0,0.0
2546.0,242,186,-930,54,46,-989,0,0,0,0.0
2562.0,242,196,-910,72,27,-979,0,0,0,0.0
2578.0,222,205,-920,54,46,-979,0,0,0,0.0
2593.0,232,205,-930,63,46,-979,0,0,0,0.0
2609.0,242,205,-960,63,27,-989,0,0,0,0.0
2625.0,242,196,-940,54,37,-969,0,0,0,0.0
2640.0,222,196,-930,54,37,-989,0,0,0,0.0
2656.0,222,196,-940,72,27,-989,0,0,0,0.0
2671.0,242,186,-920,63,37,-969,0,0,0,0.0
2687.0,242,196,-940,63,46,-979,0,0,0,0.0
2703.0,232,196,-910,63,18,-949,0,0,0,0.0
2718.0,242,196,-920,54,37,-969,0,0,0,0.0
2734.0,242,196,-910,54,37,-989,0,0,0,0.0
2750.0,232,196,-920,63,27,-969,0,0,0,0.0
2765.0,232,196,-920,54,46,-969,0,0,0,0.0
2781.0,232,205,-930,54,37,-969,0,0,0,0.0
2796.0,232,196,-920,63,46,-979,398,-257,-873,0.0
2812.0,232,186,-910,54,37,-969,398,-257,-873,0.0
2828.0,242,196,-930,63,37,-959,407,-266,-834,0.0
2843.0,242,196,-910,63,37,-989,407,-266,-834,0.0
2859.0,262,186,-930,81,18,-979,388,-257,-864,0.0
2875.0,242,196,-920,54,37,-969,388,-257,-864,0.0
2890.0,222,196,-930,72,46,-959,407,-247,-844,0.0
2906.0,232,205,-930,63,27,-979,398,-266,-854,0.0
2921.0,242,186,-920,63,37,-979,398,-266,-854,0.0
2937.0,242,196,-930,72,27,-989,398,-257,-854,0.0
2953.0,232,196,-920,54,27,-969,417,-266,-854,0.0
2968.0,232,205,-930,63,37,-969,417,-266,-854,0.0
2984.0,232,186,-920,63,27,-979,407,-257,-854,0.0
3000.0,232,196,-920,63,27,-959,398,-266,-844,0.0
3015.0,222,196,-930,54,37,-969,398,-266,-844,0.0
3031.0,222,196,-930,72,37,-989,417,-276,-844,0.0
3046.0,232,176,-910,72,37,-949,398,-276,-844,0.0
3062.0,222,196,-920,63,37,-979,398,-266,-834,0.0
3078.0,232,196,-930,72,18,-979,398,-266,-834,0.0
3093.0,232,186,-920,63,27,-959,407,-266,-844,0.0
3109.0,232,196,-930,54,37,-969,407,-257,-854,0.0
3125.0,232,205,-910,63,27,-979,407,-257,-854,0.0
3140.0,222,196,-930,54,46,-969,398,-257,-844,0.0
3156.0,222,186,-930,72,27,-969,378,-257,-834,0.0
3171.0,222,196,-930,45,46,-979,417,-266,-854,0.0
3187.0,232,196,-920,63,46,-979,378,-266,-844,0.0
3203.0,222,186,-910,63,27,-989,378,-266,-844,0.0
3218.0,232,186,-910,54,55,-979,407,-266,-854,0.0
3234.0,242,176,-910,63,46,-979,398,-257,-854,0.0
3250.0,232,196,-920,63,27,-979,398,-247,-854,0.0
3265.0,222,196,-930,72,46,-979,398,-247,-854,0.0
3281.0,232,196,-930,54,27,-979,407,-257,-864,0.0
3296.0,242,186,-920,63,37,-979,417,-266,-844,0.0
3312.0,232,186,-920,63,27,-979,398,-247,-844,0.0
3328.0,232,205,-910,54,37,-969,407,-257,-834,0.0
3343.0,232,205,-940,63,27,-969,407,-266,-854,0.0
3359.0,242,186,-910,45,55,-979,407,-266,-854,0.0
3375.0,232,196,-920,72,27,-989,398,-257,-834,0.0
3390.0,252,196,-910,72,27,-989,407,-276,-844,0.0
3406.0,252,176,-920,72,37,-989,407,-247,-864,0.0
3421.0,242,196,-930,63,37,-969,398,-266,-844,0.0
3437.0,242,186,-920,63,46,-979,398,-257,-844,0.0
3453.0,252,196,-940,72,27,-979,407,-257,-854,0.0
3468.0,242,186,-920,63,46,-969,407,-257,-854,0.0
3484.0,222,205,-930,63,46,-1000,398,-257,-844,0.0
3500.0,252,196,-920,63,27,-979,407,-257,-854,0.0
3515.0,232,205,-920,63,46,-969,407,-257,-844,0.0
3531.0,242,186,-950,45,27,-969,388,-247,-834,0.0
3546.0,232,186,-910,63,37,-979,398,-266,-854,0.0
3562.0,232,186,-920,63,37,-969,407,-266,-864,0.0
3578.0,222,196,-910,54,27,-979,398,-266,-864,0.0
3593.0,232,196,-940,54,46,-969,417,-266,-854,0.0
3609.0,232,186,-930,72,37,-979,407,-266,-864,0.0
3625.0,232,196,-920,54,37,-969,407,-266,-864,0.0
3640.0,242,205,-930,63,46,-979,407,-266,-844,0.0
3656.0,232,196,-920,72,37,-959,398,-257,-844,0.0
3671.0,242,196,-920,63,27,-979,398,-257,-825,0.0
3687.0,242,186,-920,54,46,-989,398,-257,-864,0.0
3703.0,242,196,-910,63,46,-979,398,-257,-834,0.0
3718.0,222,205,-930,63,27,-969,407,-266,-854,0.0
3734.0,222,205,-940,54,37,-979,407,-266,-844,0.0
3750.0,242,176,-910,63,37,-979,407,-266,-854,0.0
3765.0,232,186,-920,72,37,-979,417,-257,-864,0.0
3781.0,232,205,-930,54,37,-969,398,-257,-834,0.0
3796.0,232,196,-900,72,27,-949,407,-266,-834,0.0
3812.0,252,186,-920,72,27,-949,407,-257,-854,0.0
3828.0,242,196,-920,54,46,-969,407,-257,-854,0.0
3843.0,222,196,-920,54,37,-969,398,-266,-854,0.0
3859.0,242,186,-920,81,18,-979,398,-266,-844,0.0
3875.0,252,196,-940,54,46,-969,417,-266,-864,0.0
3890.0,232,205,-920,63,46,-989,407,-266,-844,0.0
3906.0,242,186,-900,72,27,-989,398,-257,-854,0.0
3921.0,232,196,-930,54,46,-969,398,-257,-844,0.0
3937.0,242,186,-930,63,27,-979,407,-276,-844,0.0
3953.0,222,205,-910,63,27,-979,388,-266,-854,0.0
3968.0,232,196,-920,63,37,-979,417,-257,-854,0.0
3984.0,232,186,-920,63,37,-969,407,-257,-844,0.0
4000.0,232,196,-940,63,46,-989,407,-266,-864,0.0
4015.0,252,176,-930,63,18,-979,417,-257,-864,0.0
4031.0,232,196,-920,63,27,-969,417,-257,-864,0.0
4046.0,232,205,-930,63,37,-979,398,-266,-825,0.0
4062.0,252,166,-891,72,27,-979,398,-266,-834,0.0
4078.0,242,196,-930,63,27,-989,398,-266,-854,0.0
4093.0,242,196,-930,63,46,-989,417,-247,-883,0.0
4109.0,232,186,-910,63,27,-969,398,-266,-834,0.0
4125.0,242,205,-940,72,18,-989,398,-257,-873,0.0
4140.0,242,186,-910,63,46,-979,407,-266,-844,0.0
4156.0,242,196,-900,63,37,-989,398,-266,-834,0.0
4171.0,242,186,-930,63,37,-989,407,-257,-854,0.0
4187.0,242,196,-940,54,27,-979,417,-266,-844,0.0
4203.0,242,205,-930,54,46,-979,398,-266,-844,0.0
4218.0,242,186,-910,72,37,-979,407,-257,-854,0.0
4234.0,232,196,-940,72,27,-979,407,-276,-825,0.0
4250.0,242,186,-930,54,27,-969,388,-266,-834,0.0
4265.0,232,196,-940,63,37,-979,398,-257,-864,0.0
4281.0,232,196,-940,63,37,-949,407,-285,-844,0.0
4296.0,232,196,-940,63,37,-969,398,-247,-844,0.0
4312.0,232,205,-940,54,46,-959,398,-257,-864,0.0
4328.0,232,205,-930,54,37,-989,407,-266,-844,0.0
4343.0,242,196,-920,63,27,-969,398,-266,-844,0.0
4359.0,222,196,-920,63,37,-969,417,-257,-854,0.0
4375.0,242,205,-940,63,37,-989,417,-257,-854,0.0
4390.0,242,186,-920,72,27,-969,407,-266,-844,0.0
4406.0,232,196,-910,72,27,-979,407,-266,-834,0.0
4421.0,242,196,-930,54,37,-1000,398,-266,-864,0.0
4437.0,222,196,-920,63,27,-979,417,-266,-854,0.0
4453.0,232,186,-930,63,27,-989,398,-257,-844,0.0
4468.0,242,186,-930,63,27,-989,407,-266,-864,0.0
4484.0,242,196,-920,63,18,-969,407,-276,-834,0.0
4500.0,242,205,-920,54,37,-969,388,-257,-854,0.0
4515.0,232,205,-940,63,27,-979,417,-257,-864,0.0
4531.0,232,205,-920,63,37,-959,407,-266,-854,0.0
4546.0,222,186,-900,63,46,-989,398,-266,-844,0.0
4562.0,222,196,-910,72,27,-969,417,-276,-854,0.0
4578.0,242,196,-940,45,37,-989,407,-266,-834,0.0
4593.0,242,196,-940,63,37,-979,388,-257,-844,0.0
4609.0,242,186,-910,72,27,-979,398,-257,-854,0.0
4625.0,242,196,-930,63,27,-979,407,-266,-834,0.0
4640.0,232,186,-910,81,27,-969,417,-285,-834,0.0
4656.0,232,186,-930,63,37,-959,398,-257,-844,0.0
4671.0,242,196,-920,63,27,-969,398,-266,-854,0.0
4687.0,242,196,-920,63,37,-959,398,-257,-834,0.0
4703.0,212,205,-920,63,37,-989,407,-266,-834,0.0
4718.0,232,186,-930,63,27,-949,407,-257,-864,0.0
4734.0,222,186,-920,54,27,-979,398,-266,-844,0.0
4750.0,232,196,-930,63,37,-989,398,-266,-864,0.0
4765.0,252,176,-920,72,37,-979,398,-266,-854,0.0
4781.0,242,186,-930,72,37,-979,407,-257,-844,0.0
4796.0,242,196,-910,54,37,-969,398,-247,-844,0.0
4812.0,222,186,-930,72,37,-979,398,-266,-854,0.0
4828.0,222,186,-930,63,18,-969,407,-266,-844,0.0
4843.0,242,176,-910,63,37,-979,417,-276,-844,0.0
4859.0,242,176,-910,63,37,-979,388,-257,-844,0.0
4875.0,242,186,-930,72,37,-969,407,-266,-834,0.0
4890.0,232,196,-920,72,46,-1000,398,-257,-844,0.0
4906.0,232,205,-930,54,27,-969,398,-257,-873,0.0
4921.0,232,205,-930,63,37,-989,407,-276,-844,0.0
4937.0,252,186,-910,72,46,-989,388,-266,-844,0.0
4953.0,222,205,-910,63,37,-979,417,-257,-864,0.0
4968.0,232,205,-930,54,55,-969,407,-266,-844,0.0
4984.0,232,205,-940,63,37,-1000,407,-266,-844,0.0
5000.0,232,205,-930,63,27,-969,398,-257,-834,0.0
5015.0,222,176,-920,54,27,-969,407,-257,-864,0.0
5031.0,232,196,-920,63,46,-1000,407,-276,-854,0.0
5046.0,242,205,-930,72,27,-969,388,-257,-844,0.0
5062.0,242,196,-940,72,9,-979,407,-257,-873,0.0
5078.0,222,186,-930,63,37,-989,398,-276,-864,0.0
5093.0,242,205,-950,72,27,-979,398,-257,-834,0.0
5109.0,222,196,-920,72,37,-969,407,-266,-864,0.0
5125.0,232,196,-930,63,37,-949,407,-266,-854,0.0
5140.0,242,186,-930,72,37,-1000,407,-266,-844,0.0
5156.0,232,186,-920,72,18,-979,398,-266,-854,0.0
5171.0,252,166,-910,63,27,-959,407,-257,-864,0.0
5187.0,232,196,-920,54,27,-989,417,-276,-844,0.0
5203.0,232,205,-940,63,27,-959,407,-266,-844,0.0
5218.0,242,186,-910,63,27,-979,398,-276,-854,0.0
5234.0,222,196,-920,63,46,-959,378,-257,-844,0.0
5250.0,242,186,-900,54,27,-969,398,-257,-844,0.0
5265.0,232,196,-920,63,37,-989,417,-247,-873,0.0
5281.0,252,205,-930,63,37,-969,388,-266,-834,0.0
5296.0,252,186,-910,72,37,-979,407,-257,-854,0.0
5312.0,222,196,-920,72,27,-969,407,-285,-834,0.0
5328.0,242,205,-940,45,27,-979,407,-266,-844,0.0
5343.0,222,186,-891,72,37,-969,398,-247,-834,0.0
5359.0,232,196,-900,63,37,-949,407,-276,-844,0.0
5375.0,242,196,-940,54,37,-989,398,-266,-844,0.0
5390.0,252,166,-930,63,37,-959,407,-266,-854,0.0
5406.0,222,205,-910,63,37,-959,398,-266,-844,0.0
5421.0,232,196,-930,54,46,-979,388,-257,-844,0.0
5437.0,242,196,-920,63,37,-979,398,-257,-854,0.0
5453.0,232,186,-900,45,37,-959,417,-276,-844,0.0
5468.0,242,186,-920,63,37,-989,398,-257,-864,0.0
5484.0,242,205,-930,63,18,-969,417,-266,-854,0.0
5500.0,242,196,-940,63,27,-969,407,-276,-844,0.0
5515.0,232,215,-910,72,27,-979,398,-257,-844,0.0
5531.0,232,176,-910,72,37,-989,407,-266,-864,0.0
5546.0,232,176,-910,54,27,-969,417,-266,-834,0.0
5562.0,222,205,-930,72,27,-979,398,-257,-825,0.0
5578.0,242,196,-940,63,37,-989,407,-257,-883,0.0
5593.0,252,186,-920,63,18,-959,407,-276,-864,0.0
5609.0,232,186,-920,63,37,-979,388,-257,-854,0.0
5625.0,242,196,-920,63,46,-969,378,-257,-834,0.0
5640.0,222,196,-910,72,18,-969,417,-266,-854,0.0
5656.0,242,186,-920,63,37,-969,398,-257,-834,0.0
5671.0,242,176,-930,63,37,-979,407,-257,-834,0.0
5687.0,222,186,-920,72,27,-989,398,-257,-834,0.0
5703.0,232,205,-930,63,27,-969,407,-276,-854,0.0
5718.0,232,176,-910,72,27,-959,407,-257,-854,0.0
5734.0,242,196,-920,45,37,-979,407,-276,-854,0.0
5750.0,232,186,-900,72,37,-969,398,-266,-834,0.0
5765.0,232,176,-920,63,37,-959,417,-276,-854,0.0
5781.0,242,205,-940,63,37,-979,407,-257,-815,0.0
5796.0,222,186,-920,72,37,-969,398,-257,-844,0.0
5812.0,222,186,-920,54,37,-979,398,-257,-844,0.0
5828.0,242,186,-930,63,46,-949,398,-257,-854,0.0
5843.0,232,186,-920,63,37,-959,407,-266,-854,0.0
5859.0,232,196,-930,63,18,-989,378,-257,-844,0.0
5875.0,232,186,-920,63,37,-989,378,-257,-844,0.0
5890.0,242,176,-910,63,37,-989,407,-266,-844,0.0
5906.0,232,196,-930,72,18,-969,407,-257,-854,0.0
5921.0,222,196,-930,72,9,-959,407,-257,-844,0.0
5937.0,232,205,-940,63,37,-1000,407,-257,-844,0.0
5953.0,242,176,-920,72,27,-959,407,-285,-834,0.0
5968.0,232,196,-920,54,37,-979,398,-266,-844,0.0
5984.0,232,196,-920,72,37,-949,407,-257,-854,0.0
6000.0,222,196,-900,63,27,-979,398,-247,-864,0.0
6015.0,252,205,-940,63,27,-969,417,-266,-854,0.0
6031.0,232,196,-930,72,18,-979,417,-266,-864,0.0
6046.0,232,196,-910,54,37,-979,398,-257,-854,0.0
6062.0,222,196,-920,63,37,-969,407,-257,-834,0.0
6078.0,222,186,-930,63,37,-959,407,-257,-864,0.0
6093.0,232,215,-950,81,46,-979,407,-257,-864,0.0
6109.0,242,186,-920,81,27,-1000,407,-257,-844,0.0
6125.0,232,196,-920,81,27,-1000,407,-257,-864,0.0
6140.0,232,176,-920,63,9,-939,417,-266,-864,0.0
6156.0,232,196,-930,63,27,-1000,407,-276,-854,0.0
6171.0,242,196,-930,54,27,-989,388,-257,-834,0.0
6187.0,232,176,-910,45,27,-979,407,-266,-834,0.0
6203.0,232,196,-940,63,37,-979,398,-266,-825,0.0
6218.0,242,215,-940,63,37,-979,398,-247,-844,0.0
6234.0,232,176,-900,63,27,-979,398,-266,-854,0.0
6250.0,232,196,-910,54,46,-979,398,-247,-854,0.0
6265.0,242,196,-900,54,46,-979,398,-257,-864,0.0
6281.0,212,205,-900,45,37,-989,417,-266,-844,0.0
6296.0,232,186,-930,45,37,-989,417,-266,-844,0.0
6312.0,252,186,-920,63,37,-979,388,-247,-834,0.0
6328.0,222,196,-900,63,37,-979,407,-276,-854,0.0
6343.0,242,196,-930,63,37,-979,388,-266,-844,0.0
6359.0,232,205,-910,63,37,-979,407,-247,-864,0.0
6375.0,232,205,-940,72,18,-989,407,-266,-854,0.0
6390.0,242,176,-930,72,18,-989,417,-266,-864,0.0
6406.0,222,196,-910,63,46,-969,427,-247,-864,0.0
6421.0,232,186,-930,63,37,-969,407,-276,-854,0.0
6437.0,232,186,-920,63,27,-969,398,-257,-834,0.0
6453.0,242,186,-930,54,27,-959,407,-257,-854,0.0
6468.0,252,196,-930,63,37,-969,398,-266,-854,0.0
6484.0,222,205,-910,72,37,-979,407,-266,-844,0.0
6500.0,232,196,-940,63,27,-969,398,-257,-873,0.0
6515.0,232,186,-910,72,46,-989,407,-276,-864,0.0
6531.0,232,196,-920,63,46,-959,398,-257,-844,0.0
6546.0,242,186,-930,63,27,-979,417,-257,-864,0.0
6562.0,212,186,-930,45,37,-969,407,-266,-844,0.0
6578.0,232,196,-930,63,27,-969,388,-257,-844,0.0
6593.0,232,196,-930,63,37,-959,407,-266,-864,0.0
6609.0,232,186,-930,72,18,-989,407,-266,-834,0.0
6625.0,242,186,-910,72,37,-989,388,-257,-844,0.0
6640.0,242,205,-910,72,37,-989,417,-266,-854,0.0
6656.0,242,205,-930,72,27,-969,407,-257,-834,0.0
6671.0,232,176,-910,54,37,-979,398,-247,-854,0.0
6687.0,232,196,-920,54,46,-979,407,-266,-854,0.0
6703.0,242,186,-920,63,18,-979,407,-266,-834,0.0
6718.0,232,176,-900,54,37,-969,388,-238,-844,0.0
6734.0,232,176,-900,63,27,-969,407,-266,-844,0.0
6750.0,232,196,-920,72,27,-989,407,-276,-844,0.0
6765.0,252,196,-950,63,37,-979,398,-266,-854,0.0
6781.0,252,186,-930,63,37,-979,407,-266,-834,0.0
6796.0,252,186,-930,45,46,-979,417,-266,-854,0.0
6812.0,222,205,-930,63,37,-949,388,-257,-844,0.0
6828.0,242,196,-910,63,37,-959,407,-266,-864,0.0
6843.0,252,176,-920,54,37,-989,417,-266,-844,0.0
6859.0,232,196,-910,72,27,-979,398,-257,-844,0.0
6875.0,242,186,-920,54,37,-969,407,-266,-854,0.0
6890.0,222,186,-920,72,27,-989,407,-266,-854,0.0
6906.0,242,186,-910,72,27,-979,388,-247,-864,0.0
6921.0,222,205,-930,63,46,-969,388,-257,-844,0.0
6937.0,242,205,-910,63,27,-989,407,-266,-844,0.0
6953.0,242,205,-910,72,46,-969,407,-266,-844,0.0
6968.0,232,215,-930,63,18,-959,407,-257,-844,0.0
6984.0,232,196,-920,54,37,-959,407,-257,-864,0.0
7000.0,242,176,-930,72,37,-989,407,-257,-834,0.0
7015.0,232,186,-920,63,18,-979,427,-276,-834,0.0
7031.0,232,196,-930,54,37,-969,407,-257,-864,0.0
7046.0,232,176,-920,81,37,-969,407,-266,-844,0.0
7062.0,242,196,-920,72,37,-969,407,-266,-834,0.0
7078.0,232,205,-910,63,37,-989,407,-276,-844,0.0
7093.0,222,196,-930,72,37,-959,407,-266,-864,0.0
7109.0,222,205,-940,63,55,-979,398,-257,-854,0.0
7125.0,232,186,-930,63,27,-969,407,-257,-844,0.0
7140.0,242,186,-920,63,37,-959,388,-247,-873,0.0
